################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.3860540874985550E-01 a       357     0    24     1    12
  5.2955701069853223E-01 a       358     0    24     1    13
 -9.2621471219277640E-01 a       359     0    24     1    14
  1.4324122202867876E-01 a       360     0    24     1    15
  9.8034846268955889E-01 a       361     0    25     1     1
  2.6826804875366972E+00 a       362     0    25     1     2
  2.7910727393745755E-01 a       363     0    25     1     3
 -4.8105152569600691E-02 a       364     0    25     1     4
  4.7870983995324878E-01 a       365     0    25     1     5
 -1.3224764906597597E+00 a       366     0    25     1     6
  1.2455168948197709E-01 a       367     0    25     1     7
 -2.1655541197705190E+00 a       368     0    25     1     8
 -7.0560415626306128E-01 a       369     0    25     1     9
  2.0918983690702984E+00 a       370     0    25     1    10
 -1.5851060094609848E-02 a       371     0    25     1    11
  5.6361522236196426E-01 a       372     0    25     1    12
 -1.8698122028459017E+00 a       373     0    25     1    13
 -4.0859385540038284E-01 a       374     0    25     1    14
 -3.2056435437463047E+00 a       375     0    25     1    15
  1.3612763297952582E-01 a       376     0    26     1     1
 -5.4972299536969438E-01 a       377     0    26     1     2
  5.0591980002849546E-01 a       378     0    26     1     3
 -9.2880087934422595E-02 a       379     0    26     1     4
 -1.7786478789136537E-01 a       380     0    26     1     5
  1.3038658003461517E-01 a       381     0    26     1     6
  3.5814241913542270E-04 a       382     0    26     1     7
  3.9226998400629010E-01 a       383     0    26     1     8
 -3.2392807279002334E-01 a       384     0    26     1     9
 -1.9390586539856311E-01 a       385     0    26     1    10
 -2.1914996703287404E-03 a       386     0    26     1    11
  3.6909677531755003E-01 a       387     0    26     1    12
 -4.9107846340738487E-01 a       388     0    26     1    13
  1.7091842343015951E-01 a       389     0    26     1    14
 -2.4435506657498834E-01 a       390     0    26     1    15
  1.1069925556699669E+00 a       391     0    27     1     1
  3.9704368855868866E-01 a       392     0    27     1     2
  2.9118240273879574E+00 a       393     0    27     1     3
 -8.3404440817984302E-02 a       394     0    27     1     4
  5.4681815465700800E-01 a       395     0    27     1     5
  8.5599815726710360E-01 a       396     0    27     1     6
  2.4764030695199831E-02 a       397     0    27     1     7
  6.3497856689631260E-01 a       398     0    27     1     8
  1.8072126183729424E+00 a       399     0    27     1     9
 -8.7704653561286605E-01 a       400     0    27     1    10
 -1.0191014704488173E-01 a       401     0    27     1    11
  5.3891327307109094E-01 a       402     0    27     1    12
 -7.3677288293094623E-01 a       403     0    27     1    13
 -9.0102783132525599E-01 a       404     0    27     1    14
  3.1851727719323425E-01 a       405     0    27     1    15
 -2.0547776844359871E+00 a       406     0    28     1     1
  7.5749303918565480E-01 a       407     0    28     1     2
  2.7368568405590112E+00 a       408     0    28     1     3
  1.6824025369190732E+00 a       409     0    28     1     4
 -1.4093875067494985E+00 a       410     0    28     1     5
  5.0412978855541879E-01 a       411     0    28     1     6
 -1.4785018630610360E-02 a       412     0    28     1     7
  2.4951402375557827E+00 a       413     0    28     1     8
  4.3922224837480017E-01 a       414     0    28     1     9
  1.5661698036418112E+00 a       415     0    28     1    10
 -5.9216680492293006E-01 a       416     0    28     1    11
  1.6630667794133069E-01 a       417     0    28     1    12
  1.7554246297137472E+00 a       418     0    28     1    13
 -9.3917201489287971E-01 a       419     0    28     1    14
 -1.6104709462049689E+00 a       420     0    28     1    15
 -1.2818668064236693E+00 a       421     0    29     1     1
 -3.3817057966042507E+00 a       422     0    29     1     2
  9.3794108459614625E-02 a       423     0    29     1     3
  1.6095929285081845E-01 a       424     0    29     1     4
 -1.1207384205137620E-01 a       425     0    29     1     5
 -1.7524028753810839E+00 a       426     0    29     1     6
  1.7672377757144958E-05 a       427     0    29     1     7
 -2.8540705505275155E-02 a       428     0    29     1     8
 -3.1116555071860619E-01 a       429     0    29     1     9
 -1.3842071223233365E+00 a       430     0    29     1    10
  6.1129650470993363E-02 a       431     0    29     1    11
  8.5383249445318621E-01 a       432     0    29     1    12
 -1.4208213980380267E+00 a       433     0    29     1    13
  1.2590131443761887E+00 a       434     0    29     1    14
 -8.2116015869505088E-01 a       435     0    29     1    15
  2.4295046741939075E+00 a       436     0    30     1     1
 -8.4486708355092566E-01 a       437     0    30     1     2
 -2.3483895298729616E+00 a       438     0    30     1     3
  1.9705190848260283E+00 a       439     0    30     1     4
 -6.5272006590667120E-01 a       440     0    30     1     5
  3.0593291969761607E+00 a       441     0    30     1     6
  2.8193511136607813E-01 a       442     0    30     1     7
  1.2101307606726746E+00 a       443     0    30     1     8
  6.3698666818627003E-01 a       444     0    30     1     9
 -7.5564081461312230E-02 a       445     0    30     1    10
 -2.5361298746012151E-01 a       446     0    30     1    11
 -1.7051291477928052E+00 a       447     0    30     1    12
 -4.2492303129153969E-01 a       448     0    30     1    13
  1.3968354707368058E+00 a       449     0    30     1    14
  1.3725353548334704E+00 a       450     0    30     1    15
  1.0703449692037128E+00 a       451     0    31     1     1
  1.2283421071297351E+00 a       452     0    31     1     2
  1.7500554780042796E+00 a       453     0    31     1     3
  1.0220010750806978E+00 a       454     0    31     1     4
  7.4057979382723280E+00 a       455     0    31     1     5
  1.6928606823483763E+00 a       456     0    31     1     6
  2.7374933683481935E+00 a       457     0    31     1     7
  5.8506564804855063E+00 a       458     0    31     1     8
  1.6844046606767771E+00 a       459     0    31     1     9
 -6.0085629143375350E+00 a       460     0    31     1    10
